pais,jugador,posicion_listado
México,Raúl Rangel,ARQUEROS
México,Carlos Acevedo,ARQUEROS
México,Guillermo Ochoa,ARQUEROS
México,Israel Reyes,DEFENSORES
México,Jorge Sánchez,DEFENSORES
México,César Montes,DEFENSORES
México,Edson Álvarez,DEFENSORES
México,Johan Vásquez,DEFENSORES
México,Jesús Gallardo,DEFENSORES
México,Mateo Chávez,DEFENSORES
México,Erik Lira,MEDIOCAMPISTAS
México,Obed Vargas,MEDIOCAMPISTAS
México,Luis Romo,MEDIOCAMPISTAS
México,Álvaro Fidalgo,MEDIOCAMPISTAS
México,Luis Chávez,MEDIOCAMPISTAS
México,Orbelín Pineda,MEDIOCAMPISTAS
México,Brian Gutiérrez,MEDIOCAMPISTAS
México,Gilberto Mora,MEDIOCAMPISTAS
México,Raúl Jiménez,DELANTEROS
México,Santiago Giménez,DELANTEROS
México,Guillermo Martínez,DELANTEROS
México,Armando González,DELANTEROS
México,Julián Quiñones,DELANTEROS
México,Alexis Vega,DELANTEROS
México,Roberto Alvarado,DELANTEROS
México,César Huerta,DELANTEROS
Corea Del Sur,Jo Hyeon-woo,ARQUEROS
Corea Del Sur,Kim Seung-gyu,ARQUEROS
Corea Del Sur,Song Bum-keun,ARQUEROS
Corea Del Sur,Kim Min-jae,DEFENSORES
Corea Del Sur,Cho Wi-je,DEFENSORES
Corea Del Sur,Lee Han-beom,DEFENSORES
Corea Del Sur,Kim Tae-hyeon,DEFENSORES
Corea Del Sur,Park Jin-seob,DEFENSORES
Corea Del Sur,Lee Gi-hyuk,DEFENSORES
Corea Del Sur,Lee Tae-seok,DEFENSORES
Corea Del Sur,Seol Young-woo,DEFENSORES
Corea Del Sur,Jens Castrop,DEFENSORES
Corea Del Sur,Kim Moon-hwan,DEFENSORES
Corea Del Sur,Yang Hyun-jun,MEDIOCAMPISTAS
Corea Del Sur,Paik Seung-ho,MEDIOCAMPISTAS
Corea Del Sur,Hwang In-beom,MEDIOCAMPISTAS
Corea Del Sur,Kim Jin-gyu,MEDIOCAMPISTAS
Corea Del Sur,Bae Jun-ho,MEDIOCAMPISTAS
Corea Del Sur,Eom Ji-sung,MEDIOCAMPISTAS
Corea Del Sur,Hwang Hee-chan,MEDIOCAMPISTAS
Corea Del Sur,Lee Dong-gyeong,MEDIOCAMPISTAS
Corea Del Sur,Lee Jae-sung,MEDIOCAMPISTAS
Corea Del Sur,Lee Kang-in,MEDIOCAMPISTAS
Corea Del Sur,Oh Hyeon-gyu,DELANTEROS
Corea Del Sur,Son Heung-min,DELANTEROS
Corea Del Sur,Cho Gue-sung,DELANTEROS
República Checa,Lukas Hornicek,ARQUEROS
República Checa,Matej Kovar,ARQUEROS
República Checa,Jindrich Stanek,ARQUEROS
República Checa,Vladimir Coufal,DEFENSORES
República Checa,David Doudera,DEFENSORES
República Checa,Tomas Holes,DEFENSORES
República Checa,Robin Hranac,DEFENSORES
República Checa,Stepan Chaloupek,DEFENSORES
República Checa,David Jurásek,DEFENSORES
República Checa,Ladislav Krejci,DEFENSORES
República Checa,Jaroslav Zeleny,DEFENSORES
República Checa,David Zima,DEFENSORES
República Checa,Lukas Cerv,MEDIOCAMPISTAS
República Checa,Vladimir Darida,MEDIOCAMPISTAS
República Checa,Lukas Provod,MEDIOCAMPISTAS
República Checa,Michal Sadilek,MEDIOCAMPISTAS
República Checa,Hugo Sochurek,MEDIOCAMPISTAS
República Checa,Alexandr Sojka,MEDIOCAMPISTAS
República Checa,Tomas Soucek,MEDIOCAMPISTAS
República Checa,Pavel Sulc,MEDIOCAMPISTAS
República Checa,Denis Visinsky,MEDIOCAMPISTAS
República Checa,Adam Hlozek,DELANTEROS
República Checa,Tomas Chory,DELANTEROS
República Checa,Mojmir Chytil,DELANTEROS
República Checa,Jan Kuchta,DELANTEROS
República Checa,Patrik Schick,DELANTEROS
Sudáfrica,Ronwen Williams,ARQUEROS
Sudáfrica,Ricardo Goss,ARQUEROS
Sudáfrica,Sipho Chaine,ARQUEROS
Sudáfrica,Khuliso Mudau,DEFENSORES
Sudáfrica,Olwethu Makhanya,DEFENSORES
Sudáfrica,Bradley Cross,DEFENSORES
Sudáfrica,Aubrey Modiba,DEFENSORES
Sudáfrica,Thabang Matuludi,DEFENSORES
Sudáfrica,Nkosinathi Sibisi,DEFENSORES
Sudáfrica,Ime Okon,DEFENSORES
Sudáfrica,Samukele Kabini,DEFENSORES
Sudáfrica,Mbekezeli Mbokazi,DEFENSORES
Sudáfrica,Kamogelo Sebelebele,DEFENSORES
Sudáfrica,Khulumani Ndamane,DEFENSORES
Sudáfrica,Teboho Mokoena,MEDIOCAMPISTAS
Sudáfrica,Thalente Mbatha,MEDIOCAMPISTAS
Sudáfrica,Jayden Adams,MEDIOCAMPISTAS
Sudáfrica,Sphephelo Sithole,MEDIOCAMPISTAS
Sudáfrica,Oswin Appollis,DELANTEROS
Sudáfrica,Tshepang Moremi,DELANTEROS
Sudáfrica,Evidence Makgopa,DELANTEROS
Sudáfrica,Lyle Foster,DELANTEROS
Sudáfrica,Iqraam Rayners,DELANTEROS
Sudáfrica,Relebohile Mofokeng,DELANTEROS
Sudáfrica,Themba Zwane,DELANTEROS
Sudáfrica,Thapelo Maseko,DELANTEROS
Canadá,Maxime Crépeau,ARQUEROS
Canadá,Dayne St. Clair,ARQUEROS
Canadá,Owen Goodman,ARQUEROS
Canadá,Alphonso Davies,DEFENSORES
Canadá,Moïse Bombito,DEFENSORES
Canadá,Alfie Jones,DEFENSORES
Canadá,Derek Cornelius,DEFENSORES
Canadá,Luc de Fougerolles,DEFENSORES
Canadá,Alistair Johnston,DEFENSORES
Canadá,Richie Laryea,DEFENSORES
Canadá,Niko Sigur,DEFENSORES
Canadá,Joel Waterman,DEFENSORES
Canadá,Mathieu Choinière,MEDIOCAMPISTAS
Canadá,Stephen Eustáquio,MEDIOCAMPISTAS
Canadá,Marcelo Flores,MEDIOCAMPISTAS
Canadá,Ismaël Koné,MEDIOCAMPISTAS
Canadá,Jonathan Osorio,MEDIOCAMPISTAS
Canadá,Nathan Saliba,MEDIOCAMPISTAS
Canadá,Ali Ahmed,MEDIOCAMPISTAS
Canadá,Jonathan David,DELANTEROS
Canadá,Promise David,DELANTEROS
Canadá,Cyle Larin,DELANTEROS
Canadá,Tani Oluwaseyi,DELANTEROS
Canadá,Jacob Shaffelburg,DELANTEROS
Canadá,Liam Millar,DELANTEROS
Canadá,Tajon Buchanan,DELANTEROS
Suiza,Marvin Keller,ARQUEROS
Suiza,Gregor Kobel,ARQUEROS
Suiza,Yvon Mvogo,ARQUEROS
Suiza,Manuel Akanji,DEFENSORES
Suiza,Aurèle Amenda,DEFENSORES
Suiza,Eray Cömert,DEFENSORES
Suiza,Nico Elvedi,DEFENSORES
Suiza,Luca Jaquez,DEFENSORES
Suiza,Miro Muheim,DEFENSORES
Suiza,Ricardo Rodríguez,DEFENSORES
Suiza,Silvan Widmer,DEFENSORES
Suiza,Michel Aebischer,MEDIOCAMPISTAS
Suiza,Remo Freuler,MEDIOCAMPISTAS
Suiza,Ardon Jashari,MEDIOCAMPISTAS
Suiza,Fabian Rieder,MEDIOCAMPISTAS
Suiza,Djibril Sow,MEDIOCAMPISTAS
Suiza,Granit Xhaka,MEDIOCAMPISTAS
Suiza,Denis Zakaria,MEDIOCAMPISTAS
Suiza,Zeki Amdouni,DELANTEROS
Suiza,Breel Embolo,DELANTEROS
Suiza,Dan Ndoye,DELANTEROS
Suiza,Noah Okafor,DELANTEROS
Suiza,Rubén Vargas,DELANTEROS
Suiza,Christian Fassnacht,DELANTEROS
Suiza,Cedric Itten,DELANTEROS
Suiza,Johan Manzambi,DELANTEROS
Qatar,Mahmud Abunada,ARQUEROS
Qatar,Meshaal Barsham,ARQUEROS
Qatar,Salah Zakaria,ARQUEROS
Qatar,Ayoub Al Alawi,DEFENSORES
Qatar,Boualem Khoukhi,DEFENSORES
Qatar,Homam El-Amin,DEFENSORES
Qatar,Lucas Mendes,DEFENSORES
Qatar,Issa Laye,DEFENSORES
Qatar,Pedro Miguel,DEFENSORES
Qatar,Sultan Al-Brake,DEFENSORES
Qatar,Al-Hashmi Al-Hussain,DEFENSORES
Qatar,Assim Madibo,MEDIOCAMPISTAS
Qatar,Abdulaziz Hatem,MEDIOCAMPISTAS
Qatar,Hamdy Fathy,MEDIOCAMPISTAS
Qatar,Karim Boudiaf,MEDIOCAMPISTAS
Qatar,Jassem Gaber,MEDIOCAMPISTAS
Qatar,Mohamed Naceur Al-Mannai,MEDIOCAMPISTAS
Qatar,Ahmed Al Ganehi,DELANTEROS
Qatar,Ahmed Alaaeldin,DELANTEROS
Qatar,Akram Afif,DELANTEROS
Qatar,Almoez Ali,DELANTEROS
Qatar,Edmilson Junior,DELANTEROS
Qatar,Hassan Al-Haidos,DELANTEROS
Qatar,Mohammed Muntari,DELANTEROS
Qatar,Mohamed Surag,DELANTEROS
Qatar,Yousef Abdulrazzaq,DELANTEROS
Bosnia,Nikola Vasilj,ARQUEROS
Bosnia,Martin Zlomislić,ARQUEROS
Bosnia,Osman Hadžikić,ARQUEROS
Bosnia,Sead Kolašinac,DEFENSORES
Bosnia,Amar Dedić,DEFENSORES
Bosnia,Nihad Mujakić,DEFENSORES
Bosnia,Nikola Katić,DEFENSORES
Bosnia,Tarik Muharemović,DEFENSORES
Bosnia,Stjepan Radeljić,DEFENSORES
Bosnia,Dennis Hadžikadunić,DEFENSORES
Bosnia,Nidal Čelik,DEFENSORES
Bosnia,Amir Hadžiahmetović,DEFENSORES
Bosnia,Ivan Šunjić,MEDIOCAMPISTAS
Bosnia,Ivan Bašić,MEDIOCAMPISTAS
Bosnia,Dženis Burnić,MEDIOCAMPISTAS
Bosnia,Ermin Mahmić,MEDIOCAMPISTAS
Bosnia,Benjamin Tahirović,MEDIOCAMPISTAS
Bosnia,Amar Memić,MEDIOCAMPISTAS
Bosnia,Armin Gigović,MEDIOCAMPISTAS
Bosnia,Kerim Alajbegović,MEDIOCAMPISTAS
Bosnia,Esmir Bajraktarević,MEDIOCAMPISTAS
Bosnia,Ermedin Demirović,DELANTEROS
Bosnia,Jovo Lukić,DELANTEROS
Bosnia,Samed Baždar,DELANTEROS
Bosnia,Haris Tabaković,DELANTEROS
Bosnia,Edin Džeko,DELANTEROS
Brasil,Alisson,ARQUEROS
Brasil,Weverton,ARQUEROS
Brasil,Ederson,ARQUEROS
Brasil,Marquinhos,DEFENSORES
Brasil,Danilo Luiz,DEFENSORES
Brasil,Alex Sandro,DEFENSORES
Brasil,Roger Ibáñez,DEFENSORES
Brasil,Gabriel Magalhaes,DEFENSORES
Brasil,Bremer,DEFENSORES
Brasil,Wesley,DEFENSORES
Brasil,Douglas Santos,DEFENSORES
Brasil,Léo Pereira,DEFENSORES
Brasil,Casemiro,MEDIOCAMPISTAS
Brasil,Lucas Paquetá,MEDIOCAMPISTAS
Brasil,Bruno Guimaraes,MEDIOCAMPISTAS
Brasil,Fabinho,MEDIOCAMPISTAS
Brasil,Danilo Santos,MEDIOCAMPISTAS
Brasil,Neymar Júnior,DELANTEROS
Brasil,Vinicius Junior,DELANTEROS
Brasil,Raphinha,DELANTEROS
Brasil,Gabriel Martinelli,DELANTEROS
Brasil,Matheus Cunha,DELANTEROS
Brasil,Endrick,DELANTEROS
Brasil,Luiz Henrique,DELANTEROS
Brasil,Rayan,DELANTEROS
Brasil,Igor Thiago,DELANTEROS
Marruecos,Yassine Bounou,ARQUEROS
Marruecos,Munir El Kajoui,ARQUEROS
Marruecos,Ajmed Reda Tagnaouti,ARQUEROS
Marruecos,Achraf Hakimi,DEFENSORES
Marruecos,Nayef Aguerd,DEFENSORES
Marruecos,Noussair Mazraoui,DEFENSORES
Marruecos,Anass Salah-Eddine,DEFENSORES
Marruecos,Chadi Riad,DEFENSORES
Marruecos,Youssef Belammari,DEFENSORES
Marruecos,Issa Diop,DEFENSORES
Marruecos,Redouane Hahlal,DEFENSORES
Marruecos,Zakaria El Ouahdi,DEFENSORES
Marruecos,Sofyan Amrabat,MEDIOCAMPISTAS
Marruecos,Ismael Saibari,MEDIOCAMPISTAS
Marruecos,Neil El Aynaoui,MEDIOCAMPISTAS
Marruecos,Bilal El Khannouss,MEDIOCAMPISTAS
Marruecos,Azzedine Ounahi,MEDIOCAMPISTAS
Marruecos,Ayyoub Bouaddi,MEDIOCAMPISTAS
Marruecos,Samir El Mourabet,MEDIOCAMPISTAS
Marruecos,Brahim Díaz,DELANTEROS
Marruecos,Chemsdine Talbi,DELANTEROS
Marruecos,Ayoub El Kaabi,DELANTEROS
Marruecos,Soufiane Rahimi,DELANTEROS
Marruecos,Abde Ezzalzouli,DELANTEROS
Marruecos,Ayoube Amaimouni,DELANTEROS
Marruecos,Yassine Gessime,DELANTEROS
Escocia,Craig Gordon,ARQUEROS
Escocia,Angus Gunn,ARQUEROS
Escocia,Liam Kelly,ARQUEROS
Escocia,Grant Hanley,DEFENSORES
Escocia,Jack Hendry,DEFENSORES
Escocia,Aaron Hickey,DEFENSORES
Escocia,Dominic Hyam,DEFENSORES
Escocia,Scott McKenna,DEFENSORES
Escocia,Nathan Patterson,DEFENSORES
Escocia,Anthony Ralston,DEFENSORES
Escocia,Andy Robertson,DEFENSORES
Escocia,John Souttar,DEFENSORES
Escocia,Kieran Tierney,DEFENSORES
Escocia,Ryan Christie,MEDIOCAMPISTAS
Escocia,Findlay Curtis,MEDIOCAMPISTAS
Escocia,Lewis Ferguson,MEDIOCAMPISTAS
Escocia,Ben Gannon-Doak,MEDIOCAMPISTAS
Escocia,Billy Gilmour,MEDIOCAMPISTAS
Escocia,John McGinn,MEDIOCAMPISTAS
Escocia,Kenny McLean,MEDIOCAMPISTAS
Escocia,Scott McTominay,MEDIOCAMPISTAS
Escocia,Che Adams,DELANTEROS
Escocia,Lyndon Dykes,DELANTEROS
Escocia,George Hirst,DELANTEROS
Escocia,Lawrence Shankland,DELANTEROS
Escocia,Ross Stewart,DELANTEROS
Haití,Johnny Placide,ARQUEROS
Haití,Alezandre Pierre,ARQUEROS
Haití,Josué Duverger,ARQUEROS
Haití,Carlens Arcus,DEFENSORES
Haití,Wilguens Pauguain,DEFENSORES
Haití,Duke Lacroix,DEFENSORES
Haití,Martin Experience,DEFENSORES
Haití,Jean-Kévin Duverne,DEFENSORES
Haití,Ricardo Adé,DEFENSORES
Haití,Hannes Delcroix,DEFENSORES
Haití,Keeto Thermoncy,DEFENSORES
Haití,Leverton Pierre,MEDIOCAMPISTAS
Haití,Carls-Fred Sainthe,MEDIOCAMPISTAS
Haití,Jean-Jaques Danley,MEDIOCAMPISTAS
Haití,Jean-Ricner Bellegarde,MEDIOCAMPISTAS
Haití,Pierre Woodenski,MEDIOCAMPISTAS
Haití,Dominique Simon,MEDIOCAMPISTAS
Haití,Louicius Don Deedson,DELANTEROS
Haití,Ruben Providence,DELANTEROS
Haití,Josué Casimir,DELANTEROS
Haití,Derrick Etienne,DELANTEROS
Haití,Wilson Isidor,DELANTEROS
Haití,Duckens Nazon,DELANTEROS
Haití,Frantzdy Pierrot,DELANTEROS
Haití,Yassin Fortune,DELANTEROS
Haití,Lenny Joseph,DELANTEROS
Estados Unidos,Chris Brady,ARQUEROS
Estados Unidos,Matt Freese,ARQUEROS
Estados Unidos,Matt Turner,ARQUEROS
Estados Unidos,Max Arfsten,DEFENSORES
Estados Unidos,Sergino Dest,DEFENSORES
Estados Unidos,Alex Freeman,DEFENSORES
Estados Unidos,Mark McKenzie,DEFENSORES
Estados Unidos,Tim Ream,DEFENSORES
Estados Unidos,Chris Richards,DEFENSORES
Estados Unidos,Antonee Robinson,DEFENSORES
Estados Unidos,Miles Robinson,DEFENSORES
Estados Unidos,Joe Scally,DEFENSORES
Estados Unidos,Auston Trusty,DEFENSORES
Estados Unidos,Brenden Aaronson,MEDIOCAMPISTAS
Estados Unidos,Tyler Adams,MEDIOCAMPISTAS
Estados Unidos,Sebastian Berhalter,MEDIOCAMPISTAS
Estados Unidos,Weston McKennie,MEDIOCAMPISTAS
Estados Unidos,Gio Reyna,MEDIOCAMPISTAS
Estados Unidos,Cristian Roldan,MEDIOCAMPISTAS
Estados Unidos,Malik Tillman,MEDIOCAMPISTAS
Estados Unidos,Tim Weah,MEDIOCAMPISTAS
Estados Unidos,Folarin Balogun,DELANTEROS
Estados Unidos,Ricardo Pepi,DELANTEROS
Estados Unidos,Christian Pulisic,DELANTEROS
Estados Unidos,Haji Wright,DELANTEROS
Estados Unidos,Alejandro Zendejas,DELANTEROS
Australia,Patrick Beach,ARQUEROS
Australia,Paul Izzo,ARQUEROS
Australia,Mathew Ryan,ARQUEROS
Australia,Aziz Behich,DEFENSORES
Australia,Jordon Bos,DEFENSORES
Australia,Cameron Burgess,DEFENSORES
Australia,Alessandro Circati,DEFENSORES
Australia,Milos Degenek,DEFENSORES
Australia,Jason Geria,DEFENSORES
Australia,Lucas Herrington,DEFENSORES
Australia,Jacob Italiano,DEFENSORES
Australia,Harry Souttar,DEFENSORES
Australia,Kai Trewin,DEFENSORES
Australia,Cameron Devlin,MEDIOCAMPISTAS
Australia,Ajdin Hrustic,MEDIOCAMPISTAS
Australia,Jackson Irvine,MEDIOCAMPISTAS
Australia,Connor Metcalfe,MEDIOCAMPISTAS
Australia,Paul Okon-Engstler,MEDIOCAMPISTAS
Australia,Aiden O’Neill,MEDIOCAMPISTAS
Australia,Nestory Irankunda,DELANTEROS
Australia,Mathew Leckie,DELANTEROS
Australia,Awer Mabil,DELANTEROS
Australia,Mohamed Toure,DELANTEROS
Australia,Nishan Velupillay,DELANTEROS
Australia,Cristian Volpato,DELANTEROS
Australia,Tete Yengi,DELANTEROS
Paraguay,Orlando Gill,ARQUEROS
Paraguay,Gastón Olveira,ARQUEROS
Paraguay,Roberto Jr. Fernández,ARQUEROS
Paraguay,Juan Cáceres,DEFENSORES
Paraguay,José Canale,DEFENSORES
Paraguay,Fabián Balbuena,DEFENSORES
Paraguay,Omar Alderete,DEFENSORES
Paraguay,Gustavo Gómez,DEFENSORES
Paraguay,Alexandro Maidana,DEFENSORES
Paraguay,Junior Alonso,DEFENSORES
Paraguay,Gustavo Velázquez,DEFENSORES
Paraguay,Braian Ojeda,MEDIOCAMPISTAS
Paraguay,Damián Bobadilla,MEDIOCAMPISTAS
Paraguay,Andrés Cubas,MEDIOCAMPISTAS
Paraguay,Diego Gómez,MEDIOCAMPISTAS
Paraguay,Miguel Almirón,MEDIOCAMPISTAS
Paraguay,Kaku Romero Gamarra,MEDIOCAMPISTAS
Paraguay,Mauricio Magalhães,MEDIOCAMPISTAS
Paraguay,Matías Galarza,MEDIOCAMPISTAS
Paraguay,Ramón Sosa,DELANTEROS
Paraguay,Gustavo Caballero,DELANTEROS
Paraguay,Gabriel Ávalos,DELANTEROS
Paraguay,Álex Arce,DELANTEROS
Paraguay,Isidro Pitta,DELANTEROS
Paraguay,Julio Enciso,DELANTEROS
Paraguay,Antonio Sanabria,DELANTEROS
Turquía,Ugurcan Cakir,ARQUEROS
Turquía,Altay Bayindir,ARQUEROS
Turquía,Mert Gunok,ARQUEROS
Turquía,Ferdi Kadioglu,DEFENSORES
Turquía,Merih Demiral,DEFENSORES
Turquía,Zeki Celik,DEFENSORES
Turquía,Ozan Kabak,DEFENSORES
Turquía,Mert Muldur,DEFENSORES
Turquía,Abdulkerim Bardakci,DEFENSORES
Turquía,Eren Elmali,DEFENSORES
Turquía,Caglar Soyuncu,DEFENSORES
Turquía,Samet Akaydin,DEFENSORES
Turquía,Arda Guler,MEDIOCAMPISTAS
Turquía,Can Uzun,MEDIOCAMPISTAS
Turquía,Orkun Kokcu,MEDIOCAMPISTAS
Turquía,Hakan Calhanoglu,MEDIOCAMPISTAS
Turquía,Ismail Yuksek,MEDIOCAMPISTAS
Turquía,Kaan Ayhan,MEDIOCAMPISTAS
Turquía,Salih Ozcan,MEDIOCAMPISTAS
Turquía,Kenan Yildiz,DELANTEROS
Turquía,Baris Alper Yilmaz,DELANTEROS
Turquía,Kerem Akturkoglu,DELANTEROS
Turquía,Yunus Akgun,DELANTEROS
Turquía,Oguz Aydin,DELANTEROS
Turquía,Deniz Gul,DELANTEROS
Turquía,Irfan Can Kahveci,DELANTEROS
Alemania,Oliver Baumann,ARQUEROS
Alemania,Manuel Neuer,ARQUEROS
Alemania,Alexander Nübel,ARQUEROS
Alemania,Waldemar Anton,DEFENSORES
Alemania,Nathaniel Brown,DEFENSORES
Alemania,Joshua Kimmich,DEFENSORES
Alemania,David Raum,DEFENSORES
Alemania,Antonio Rüdiger,DEFENSORES
Alemania,Nico Schlotterbeck,DEFENSORES
Alemania,Jonathan Tah,DEFENSORES
Alemania,Malick Thiaw,DEFENSORES
Alemania,Pascal Grob,MEDIOCAMPISTAS
Alemania,Felix Nmecha,MEDIOCAMPISTAS
Alemania,Aleksandar Pavlović,MEDIOCAMPISTAS
Alemania,Angelo Stiller,MEDIOCAMPISTAS
Alemania,Nadiem Amiri,MEDIOCAMPISTAS
Alemania,Leon Goretzka,MEDIOCAMPISTAS
Alemania,Jamal Musiala,MEDIOCAMPISTAS
Alemania,Florian Wirtz,MEDIOCAMPISTAS
Alemania,Maximilian Beier,DELANTEROS
Alemania,Kai Havertz,DELANTEROS
Alemania,Lennart Karl,DELANTEROS
Alemania,Jamie Leweling,DELANTEROS
Alemania,Leroy Sané,DELANTEROS
Alemania,Deniz Undav,DELANTEROS
Alemania,Nick Woltemade,DELANTEROS
Costa De Marfil,Yahia Fofana,ARQUEROS
Costa De Marfil,Mohamed Koné,ARQUEROS
Costa De Marfil,Alban Lafont,ARQUEROS
Costa De Marfil,Emmanuel Agbadou,DEFENSORES
Costa De Marfil,Clément Akpa,DEFENSORES
Costa De Marfil,Ousmane Diomande,DEFENSORES
Costa De Marfil,Guela Doué,DEFENSORES
Costa De Marfil,Ghislain Konan,DEFENSORES
Costa De Marfil,Odilon Kossounou,DEFENSORES
Costa De Marfil,Evan N’Dicka,DEFENSORES
Costa De Marfil,Wilfried Singo,DEFENSORES
Costa De Marfil,Seko Fofana,MEDIOCAMPISTAS
Costa De Marfil,Parfait Guiagon,MEDIOCAMPISTAS
Costa De Marfil,Christ Inao Oulaï,MEDIOCAMPISTAS
Costa De Marfil,Franck Kessié,MEDIOCAMPISTAS
Costa De Marfil,Ibrahim Sangaré,MEDIOCAMPISTAS
Costa De Marfil,Jean-Michaël Seri,MEDIOCAMPISTAS
Costa De Marfil,Simon Adingra,DELANTEROS
Costa De Marfil,Ange-Yoan Bonny,DELANTEROS
Costa De Marfil,Amad Diallo,DELANTEROS
Costa De Marfil,Oumar Diakité,DELANTEROS
Costa De Marfil,Yan Diomande,DELANTEROS
Costa De Marfil,Evann Guessand,DELANTEROS
Costa De Marfil,Nicolas Pépé,DELANTEROS
Costa De Marfil,Bazoumana Touré,DELANTEROS
Costa De Marfil,Elye Wahi,DELANTEROS
Curazao,Eloy Room,ARQUEROS
Curazao,Tyrick Bodak,ARQUEROS
Curazao,Trevor Doornbusch,ARQUEROS
Curazao,Armando Obispo,DEFENSORES
Curazao,Joshua Brenet,DEFENSORES
Curazao,Riechedly Bazoer,DEFENSORES
Curazao,Sherel Floranus,DEFENSORES
Curazao,Shurandy Sambo,DEFENSORES
Curazao,Deveron Fonville,DEFENSORES
Curazao,Roshon Van Eijma,DEFENSORES
Curazao,Jurien Gaari,DEFENSORES
Curazao,Leandro Bacuna,MEDIOCAMPISTAS
Curazao,Juninho Bacuna,MEDIOCAMPISTAS
Curazao,Livano Comenencia,MEDIOCAMPISTAS
Curazao,Tahith Chong,MEDIOCAMPISTAS
Curazao,Ar’jany Martha,MEDIOCAMPISTAS
Curazao,Tyrese Noslin,MEDIOCAMPISTAS
Curazao,Kevin Felida,MEDIOCAMPISTAS
Curazao,Godfried Roemeratore,MEDIOCAMPISTAS
Curazao,Sontje Hansen,DELANTEROS
Curazao,Gervane Kastaneer,DELANTEROS
Curazao,Kenji Gorré,DELANTEROS
Curazao,Jürgen Locadia,DELANTEROS
Curazao,Jeremy Antonisse,DELANTEROS
Curazao,Jearl Margaritha,DELANTEROS
Curazao,Bradley Kuwas,DELANTEROS
Ecuador,Hernán Galíndez,ARQUEROS
Ecuador,Moisés Ramírez,ARQUEROS
Ecuador,Gonzalo Valle,ARQUEROS
Ecuador,Piero Hincapié,DEFENSORES
Ecuador,Willian Pacho,DEFENSORES
Ecuador,Pervis Estupiñán,DEFENSORES
Ecuador,Félix Torres,DEFENSORES
Ecuador,Joel Ordóñez,DEFENSORES
Ecuador,Jackson Porozo,DEFENSORES
Ecuador,Angelo Preciado,DEFENSORES
Ecuador,Moisés Caicedo,MEDIOCAMPISTAS
Ecuador,Alan Franco,MEDIOCAMPISTAS
Ecuador,Kendry Páez,MEDIOCAMPISTAS
Ecuador,Pedro Vite,MEDIOCAMPISTAS
Ecuador,Jordy Alcívar,MEDIOCAMPISTAS
Ecuador,Denil Castillo,MEDIOCAMPISTAS
Ecuador,Yaimar Medina,MEDIOCAMPISTAS
Ecuador,Enner Valencia,DELANTEROS
Ecuador,Gonzalo Plata,DELANTEROS
Ecuador,Alan Minda,DELANTEROS
Ecuador,John Yeboah,DELANTEROS
Ecuador,Kevin Rodriguez,DELANTEROS
Ecuador,Jordy Caicedo,DELANTEROS
Ecuador,Nilson Angulo,DELANTEROS
Ecuador,Anthony Valencia,DELANTEROS
Ecuador,Jeremy Arévalo,DELANTEROS
Países Bajos,Mark Flekken,ARQUEROS
Países Bajos,Robin Roefs,ARQUEROS
Países Bajos,Bart Verbruggen,ARQUEROS
Países Bajos,Nathan Aké,DEFENSORES
Países Bajos,Denzel Dumfries,DEFENSORES
Países Bajos,Virgil van Dijk,DEFENSORES
Países Bajos,Jorrel Hato,DEFENSORES
Países Bajos,Jan Paul van Hecke,DEFENSORES
Países Bajos,Jurriën Timber,DEFENSORES
Países Bajos,Micky van de Ven,DEFENSORES
Países Bajos,Ryan Gravenberch,MEDIOCAMPISTAS
Países Bajos,Frenkie de Jong,MEDIOCAMPISTAS
Países Bajos,Justin Kluivert,MEDIOCAMPISTAS
Países Bajos,Teun Koopmeiners,MEDIOCAMPISTAS
Países Bajos,Tijjani Reijnders,MEDIOCAMPISTAS
Países Bajos,Marten de Roon,MEDIOCAMPISTAS
Países Bajos,Guus Til,MEDIOCAMPISTAS
Países Bajos,Quinten Timber,MEDIOCAMPISTAS
Países Bajos,Mats Wieffer,MEDIOCAMPISTAS
Países Bajos,Brian Brobbey,DELANTEROS
Países Bajos,Memphis Depay,DELANTEROS
Países Bajos,Cody Gakpo,DELANTEROS
Países Bajos,Noa Lang,DELANTEROS
Países Bajos,Donyell Malen,DELANTEROS
Países Bajos,Crysencio Summerville,DELANTEROS
Países Bajos,Wout Weghorst,DELANTEROS
Japón,Tomoki Hayakawa,ARQUEROS
Japón,Keisuke Osako,ARQUEROS
Japón,Zion Suzuki,ARQUEROS
Japón,Yuto Nagatomo,DEFENSORES
Japón,Shogo Taniguchi,DEFENSORES
Japón,Ko Itakura,DEFENSORES
Japón,Tsuyoshi Watanbe,DEFENSORES
Japón,Takehiro Tomiyasu,DEFENSORES
Japón,Hikori Ito,DEFENSORES
Japón,Ayumu Seko,DEFENSORES
Japón,Yukinari Sugawara,DEFENSORES
Japón,Junnosuke Suzuki,DEFENSORES
Japón,Wataru Endo,MEDIOCAMPISTAS
Japón,Ao Tanaka,MEDIOCAMPISTAS
Japón,Kaishu Sano,MEDIOCAMPISTAS
Japón,Junya Ito,MEDIOCAMPISTAS
Japón,Daichi Kamada,MEDIOCAMPISTAS
Japón,Koki Ogawa,DELANTEROS
Japón,Daizen Maeda,DELANTEROS
Japón,Ritsu Doan,DELANTEROS
Japón,Kaoru Ueda,DELANTEROS
Japón,Kaito Nakamura,DELANTEROS
